Company,Segment,ProfileURL,CompanyWebsite,Status,Emails,SocialLinks,MetaDescription,ReportPath,Description,Gemini_Analysis
Nichiha,Building Materials,https://www.buildersshow.com/exhibitor/nichihausainc,,No Website Found,,,,offline_dossier/detailed_reports/nichiha/report.md,"Nichiha USA is a leading manufacturer of high-functioning fiber-cement cladding for commercial and residential applications, providing architects, builders, owners, and developers with a broad range of textures, colors, systems, and performance features across nearly every design style. Founded in Japan in 1956, Nichiha employs thousands worldwide, including more than 600 team members in Macon, Georgia, where the company continues to invest in U.S. manufacturing. Recently Macon consolidated and strengthened operations to accelerate Architectural Wall Panel (AWP) production for both the commercial and residential markets. Nichiha creates long-term value through innovative building-material solutions that combine durability, sustainability, low maintenance, and unmatched design versatility, helping customers get the most out of every project.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
"Nimbl - Accounting, Tax, IT, Staffing for Construction",Business Management & Professional Services,https://www.buildersshow.com/exhibitor/nimblaccounting,,No Website Found,,,,offline_dossier/detailed_reports/nimbl-accounting-tax-it-staffing-for-construction/report.md,"Nimbl provides construction-specific accounting and financial advisory services for residential builders and construction companies navigating growth, margin pressure, and operational complexity. We specialize in job costing, cash flow clarity, and scale-ready financial systems that help builders understand exactly where they’re making money—and where they’re losing it. 
Our team works alongside established construction firms to clean up and optimize their financial operations, from job-level reporting and revenue recognition to subcontractor compliance and lender-ready financials. We’re built for the tools builders already use, including Buildertrend, and focus on practical, real-world insights rather than accounting jargon. 
At IBS, we’re focused on starting honest conversations with builders about profitability, systems, and scaling without chaos. If you’re growing past the “figure it out as you go” stage and want clearer financial visibility to support smarter decisions, Nimbl is here to help.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
"NINGBO JIEYI SANITARY WARE CO.,LTD",Building Materials,https://www.buildersshow.com/exhibitor/ningbojieyisanitarywarecoltd,,No Website Found,,,,offline_dossier/detailed_reports/ningbo-jieyi-sanitary-ware-co-ltd/report.md,"NINGBO JIEYI SANITARY WARE CO.,LTD IS A MANUFACTURER SET UP IN 2004,SPECIALIZED IN THE PRODUCTION OF HIGH-QUALITY SANITARY WARE IN NINGBO, CHINA. THE PRODUCTS INCLUDE HEAD SHOWER, SHOWER HAND, MIXER ,RISER,SLIDE RODS,SOAP HOLDER ECT.IT COVERS 34000 SQUARE METERS AREAS.OUR COMPANY KEEPS IMPROVING, SINCERELY PROVIDES HIGH-QUALITY SERVICE WITH REASONABLE PRICE FOR CUSTOMERS BASED ON THE CONCEPT OF ‘INNOVATION, HONESTY, WIN-WIN AND VALUE.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
"Ningbo Tongyi Metalwork Co., Ltd.",Interior Finishings & Home Living,https://www.buildersshow.com/exhibitor/ningbotongyimetalworkcoltd,,No Website Found,,,,offline_dossier/detailed_reports/ningbo-tongyi-metalwork-co-ltd/report.md,"Ningbo Tongyi Metalwork Co., Ltd.Ningbo Tongyi Metal Products Co., Ltd. has over 30 years of experience as a professional architectural hardware supplier. Starting with brass products, we now manufacture items in brass, zinc alloy, stainless steel, and aluminum alloy. 
Equipped with complete production facilities—from mold making and machining to painting—we provide full manufacturing capabilities. Our diverse product range, including door handles, locks, latches, door stops, and holders, etc. is widely exported, with the United States as our primary market. 
We are dedicated to delivering high-quality, customizable solutions and professional service to global partners.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Nisus Corporation,Business Management & Professional Services,https://www.buildersshow.com/exhibitor/nisuscorporation,,No Website Found,,,,offline_dossier/detailed_reports/nisus-corporation/report.md,"For over 30 years, Nisus Corporation has created high-performance solutions with lower environmental impact. From its Tennessee facility, Nisus manufactures pest control, wood protection, and agricultural products rooted in borate chemistry. Innovations like Bora-Care, Mold-Care, Mold Clean, and Pro-Shield Nsulation deliver lasting protection and support healthier structures. Nisus proudly manufactures in the U.S. and is an award-winning Responsible Care™ member.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Nordic Structures,Building Materials,https://www.buildersshow.com/exhibitor/nordicstructures,,No Website Found,,,,offline_dossier/detailed_reports/nordic-structures/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Norm Supply LLC,Building Materials,https://www.buildersshow.com/exhibitor/normsupplyllc,,No Website Found,,,,offline_dossier/detailed_reports/norm-supply-llc/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
North American Rescue,"Construction Tools, Systems, Equipment, & Safety",https://www.buildersshow.com/exhibitor/northamericanrescue,,No Website Found,,,,offline_dossier/detailed_reports/north-american-rescue/report.md,"A premier innovator of medical/rescue equipment designed to save lives in the prehospital environment, North American Rescue leads the way by increasing survivability through tailored, mission-enabling healthcare solutions that counter the rapidly evolving threats of the 21st century. We are Products with a Mission®!",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Northern Kentucky Cedar LLC.,Interior Finishings & Home Living,https://www.buildersshow.com/exhibitor/northernkentuckycedarllc,,No Website Found,,,,offline_dossier/detailed_reports/northern-kentucky-cedar-llc/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
NorthRidge Stone,Building Materials,https://www.buildersshow.com/exhibitor/northridgestone,,No Website Found,,,,offline_dossier/detailed_reports/northridge-stone/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Northwestern Mutual,Business Management & Professional Services,https://www.buildersshow.com/exhibitor/northwesternmutual,,No Website Found,,,,offline_dossier/detailed_reports/northwestern-mutual/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Nova Plastech Inc.,Building Materials,https://www.buildersshow.com/exhibitor/novaplastechinc,,No Website Found,,,,offline_dossier/detailed_reports/nova-plastech-inc/report.md,Nova Plastech is a leading International supplier of Door and Window components to the North American Market.  Our goals are to offer our customers high quality products at reasonable prices with exceptional customer service.,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Novagard,Building Materials,https://www.buildersshow.com/exhibitor/novagard,,No Website Found,,,,offline_dossier/detailed_reports/novagard/report.md,"Novagard, a Certified Women’s Business Enterprise headquartered in Cleveland, Ohio, is an innovator and manufacturer of high-performance silicone and hybrid sealants for the building industry that are used in a variety of applications such as window manufacturing, window & door installation, backbedding, glazing, and gutter, siding & wall panel installation. 
Our premier sealant, NovaFlex Pro Premium Adhesive Sealant, is a neutral cure silicone formulation that allows for permanent flexibility and excellent adhesion to the most common building materials. It is great for installing windows, doors, siding, metal roofs & panels, and sealing nooks and crannies inside and out. It is an odorless, all-weather silicone that completely cures in a couple of days, and remains flexible to resist cracking, mildew, and discoloration for years to come. 
NovaBond Pro Hybrid Sealant is an all-weather, universal sealant that offers superior adhesion with near-zero shrinkage. NovaBond can shorten your typical job time because it requires no mixing or preparation, is easy to gun and tool, bonds to a variety of substrates without priming, and is paintable in just 30 minutes. 
Qwik-Set Low Migration Glazing Sealant is part of our award-winning Qwik-Set family of products. This glazing sealant is an innovative, two-component, neutral cure silicone that rapidly builds adhesive and develops a primerless bond for bedding and glazing of glass in residential and commercial window designs. Engineered with the added benefit of low migration to protect and prevent breakdown of the secondary sealant, it creates a strong bond to provide a long-lasting seal that prevents premature failures and callbacks. This sealant cures in minutes, not hours or days, and is available in a variable mix ratio or a new 10:1 fixed portable format. 
Stop by booth W7873 to meet our team! All of Novagard’s professional-grade silicones are easy to use, environmentally friendly, and VOC compliant. 
ISO certified 9001: 2015 (QMS with Design) | IATF 16949:2016 (QMS with Design) | Certified WBE | novagard.com",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Novatech,Building Materials,https://www.buildersshow.com/exhibitor/novatechgroupinc,,No Website Found,,,,offline_dossier/detailed_reports/novatech/report.md,"The Novatech Group manufactures steel entrance doors, doorglass, patio doors and custom sealed glass. We offer high quality products designed to improve the customer's residential experience, with a range of architectural products for the residential market. The Novatech Group’s development encompasses the pursuit of excellence, automation and innovation.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Novateck Inc.,Building Materials,https://www.buildersshow.com/exhibitor/None,,No Website Found,,,,offline_dossier/detailed_reports/novateck-inc/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
NoviHome,Business Management & Professional Services,https://www.buildersshow.com/exhibitor/novihome,,No Website Found,,,,offline_dossier/detailed_reports/novihome/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
"Noweiya Thailand Co., Ltd.",Building Materials,https://www.buildersshow.com/exhibitor/noweiyathailandcoltd,,No Website Found,,,,offline_dossier/detailed_reports/noweiya-thailand-co-ltd/report.md,"Noweiya has been in plumbing industry for more than 30 years for the U.S. market. We specialize in manufacturing plumbing repair parts. The company's founding purpose is to provide very competitive price, reliable quality, on-time delivery and best service. 
Company’s positioning-most competitive manufacturerWith over 30 years of experience in plumbing, we have been struggling to be the most professional, competitive and trustable manufacturer, and creating the most benefits and best service for our customers and users. 
Based on the above, you can also trustingly subcontract OEM product manufacturing to us. Our one-stop solution includes from turning your graphics, drawings to tooling, sample, product, process and quality control for mass production, packaging and shipment. 
The company has a complete production service system to meet the needs of customers in design, zinc alloy die-casting processing, injection molding, testing and other aspects. It has a complete set of process planning. With the professional quality of fast, accurate, stable and cost saving, it constructs a complete production system to serve customers and ensure quality and stable delivery. 
Plumbing business covers the following:1) Replacement parts for plumbing products: tub spout, tub/shower trim kit, aerators and adapters, acrylic handle, spray, bath drain trim kit, toilet repair kit, etc.2) OEM Zinc alloy, aluminum products & Plastic products3) Tooling design and manufacturing4) R & D Products",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
NSP Panels LLC,Interior Finishings & Home Living,https://www.buildersshow.com/exhibitor/nsppanelsllc,,No Website Found,,,,offline_dossier/detailed_reports/nsp-panels-llc/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Nucoat North America & Colorcoat Inc,Building Materials,https://www.buildersshow.com/exhibitor/nucoatnorthamerica,,No Website Found,,,,offline_dossier/detailed_reports/nucoat-north-america-colorcoat-inc/report.md,"NUCOAT North America is a specialized coatings manufacturer focused on the window, door, and building products industry. With manufacturing and fulfillment operations serving the United States, Canada, and Central America, the company provides coating technologies designed specifically for window and door components requiring long-term durability and production efficiency.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
NUEWAL Inc.,Building Materials,https://www.buildersshow.com/exhibitor/nuewalinc,,No Website Found,,,,offline_dossier/detailed_reports/nuewal-inc/report.md,"NUEWAL is a manufacturer of innovative cladding and architectural surface solutions designed for modern residential, commercial, and renovation projects. Specializing in high-performance PVC siding and soffit systems, NUEWAL provides builders, architects, and developers with reliable, visually striking products that simplify installation and elevate exterior environments.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
NuvoH2O,Interior Finishings & Home Living,https://www.buildersshow.com/exhibitor/nuvoh2o,,No Website Found,,,,offline_dossier/detailed_reports/nuvoh2o/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Nu-Wood by Jasper Plastics,Building Materials,https://www.buildersshow.com/exhibitor/nuwoodbyjasperplastics,,No Website Found,,,,offline_dossier/detailed_reports/nu-wood-by-jasper-plastics/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Nu-Wool,Building Materials,https://www.buildersshow.com/exhibitor/nuwool,,No Website Found,,,,offline_dossier/detailed_reports/nu-wool/report.md,"Founded in 1949, Nu-Wool was created with a simple vision: create superior cellulose insulation and lead the insulation industry toward sustainability and excellence. For over 75 years, Nu-Wool has manufactured premium cellulose insulation products and has provided unmatched service and expertise, while developing true partnerships with our installers and distributors. Throughout our history, Nu-Wool has been a family-owned company, and that intentional and genuine family-feel is an integral part of who we are. Nu-Wool's success has largely been rooted in our intentionality and exceptional customer service offered alongside the premium, sustainable insulation products we make. 
Over the years, Nu-Wool has continually innovated and adapted, diversifying our products to go beyond the traditional cellulose insulation we started with. Nu-Wool's product line includes: Nu-Wool Premium Cellulose Insulation, ECOCELL Batts, ECOCELL Blankets, INSULDRI Foundation Insulation & Drainage Board, Nu-Cell Spray Applied Cellulose, Nu-Wool WALLSEAL Fire & Sound Cellulose Insulation, and Nu-Seal Polyurethane Spray Foam.  
As the oldest cellulose insulation manufacturer in the world, Nu-Wool takes pride in being a leader of the cellulose insulation industry. Our long-standing commitment to excellence--both in service and products--has allowed us to thrive and grow over our many years of operations!",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Oak Ridge Foam and Coating Systems,Building Materials,https://www.buildersshow.com/exhibitor/oakridgefoamandcoatingsystems,,No Website Found,,,,offline_dossier/detailed_reports/oak-ridge-foam-and-coating-systems/report.md,"Oak Ridge Foam & Coating Systems, Inc. is a leading manufacturer and supplier of polyurethane spray foam insulation, polyurea protective coatings—including our new Flak Jacket Pro™ professional-grade bedliner system—custom-built mobile spray rigs, and specialized equipment for automotive, industrial, and protective applications.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
"ODL, Inc.",Building Materials,https://www.buildersshow.com/exhibitor/odlinc,,No Website Found,,,,offline_dossier/detailed_reports/odl-inc/report.md,"Founded in 1945 and headquartered in Zeeland, Michigan, ODL, Inc. is a privately held, third-generation family-owned company celebrating 80 years of business. ODL enhances homes through its portfolio of brands—ODL, Verre Select, and Robover—offering a comprehensive range of products including fiberglass and steel entry doors; decorative and clear doorglass; enclosed blinds; doorglass frames; custom decorative glass for windows and doors; and clear insulating glass units for residential and commercial use. With 12 strategically located manufacturing and distribution facilities across the U.S., Canada, Mexico, and the U.K., ODL provides customers with a fast and reliable supply chain. ODL products are sold through building material dealers and home center retailers nationwide.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
ODORUN Innovations Inc.,Interior Finishings & Home Living,https://www.buildersshow.com/exhibitor/vstarenterpriseinc,,No Website Found,,,,offline_dossier/detailed_reports/odorun-innovations-inc/report.md,"Odor-Free Toilets — Now a Reality! 
ODORUN is the world’s first instant toilet odor remover. 
For centuries, toilet odor has remained an unresolved problem. Unlike traditional solutions that merely mask, trap, or filter odors, ODORUN takes a fundamentally different approach. 
Powered by vacuum technology and innovatively utilizing the toilet’s existing mounting hole, ODORUN extracts odors in just 1 second directly into the drainage system—with no need for complicated modifications. 
With easy installation, ODORUN transforms most standard toilets into odor-free toilets, delivering instant and lasting freshness to your restroom. 
Truly Freshness, finally made simple --- ODORUN.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Oelo Lighting Solutions LLC,"Outdoor Living, Leisure, & Modular Structures",https://www.buildersshow.com/exhibitor/oelolightingsolutionsllc,,No Website Found,,,,offline_dossier/detailed_reports/oelo-lighting-solutions-llc/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
O'HAGIN,Building Materials,https://www.buildersshow.com/exhibitor/ohaginllc,,No Website Found,,,,offline_dossier/detailed_reports/o-hagin/report.md,"O’Hagin is the leading designer and manufacturer of attic ventilation solutions. Whether the project calls for tile, shingle, slate or metal, there is an innovative O’Hagin ventilation system perfect for the job. We produce more than 180 profile-specific styles, each available in galvanized steel, aluminum or copper. All models are thoroughly tested, easy to install, and remain maintenance free. As the technological leader in research and development, we are proud of our library of national and local approvals. 
Beyond products, O’Hagin provides our partners - architects, builders, roofers and distributors - with a range of value-added services. Our free Attic Ventilation Analysis, for example, takes the guesswork out of attic ventilation by calculating the number and placement of vents. It is the perfect tool to manage costs, ensure compliance and drive customer satisfaction. 
From pre-construction services to product design to installation support, O’Hagin is ready to provide exceptional products and one-on-one support to ensure you get the job done right.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
OJT Logbook,Business Management & Professional Services,https://www.buildersshow.com/exhibitor/ojtlogbook,,No Website Found,,,,offline_dossier/detailed_reports/ojt-logbook/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
"OKS POLY Co., Ltd.",Building Materials,https://www.buildersshow.com/exhibitor/okspolycoltd,,No Website Found,,,,offline_dossier/detailed_reports/oks-poly-co-ltd/report.md,"Established in 1962, Korea Head Office is leading in a tarpaulin industry with a reliable & high quality for over half a century. OKSPOLY is a worldwide industry leader in manufacturing and distributing PE and PP Products which continuous R&D investment and development for customizing and meet our customer needs, specialized in building materials of PE & PP Housewrap, Roofing Underlayment, and others such as bottom board, ceiling materials, high UVI and Fire Retardant of Ultra Heavy Duty materials. OKSPOLY is dedicated to customer services and timely deliveries with 500 employees of 75mil. Dollar turnover",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Old Mill Building Products,Building Materials,https://www.buildersshow.com/exhibitor/oldmillbuildingproducts,,No Website Found,,,,offline_dossier/detailed_reports/old-mill-building-products/report.md,"Old Mill Building Products designs real-material building systems that make construction faster, simpler, and more reliable. Founded in 2007 as Old Mill Brick, the company expanded beyond thin brick and rebranded in 2023 to reflect a broader portfolio of integrated building solutions. In 2024, Old Mill opened a new manufacturing facility in American Fork, Utah to support national growth and tighter quality control. 
Old Mill operates through three focused brands: 


Old Mill BrickReal clay thin brick and the patented Brickwebb® system, which allows installers to place up to twelve bricks at once for faster, more consistent results. 


Old Mill SystemsHigh-performance wall assemblies including the Panel+ insulated wall system, air and water barriers, adhesives, and fasteners designed to simplify installation and meet modern energy and fire code requirements. 


Old Mill AccentsStone ledgers and designer tile products for interior and exterior applications that add texture and architectural character. 


Across residential, commercial, and mixed-use projects, Old Mill products help reduce labor time and total project costs while delivering the look and durability of real brick and stone. The company serves architects, builders, contractors, retailers, and homeowners nationwide.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Oldcastle APG,Building Materials,https://www.buildersshow.com/exhibitor/moistureshieldcompositedecking,,No Website Found,,,,offline_dossier/detailed_reports/oldcastle-apg/report.md,"As a CRH company, Oldcastle APG is part of one of the largest global networks of manufacturers in the architectural products industry. We create. We build. We innovate. Most importantly, we care for our people and our planet. Across the globe, we stand together to reinvent the way our world is built.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
"Omega Flex, Inc.","Construction Tools, Systems, Equipment, & Safety",https://www.buildersshow.com/exhibitor/omegaflexinc,,No Website Found,,,,offline_dossier/detailed_reports/omega-flex-inc/report.md,"Omega Flex, Inc. (OmegaFlex) was established in 1975 and is a leading innovator and manufacturer of flexible metal hose and piping products.  Typical applications for our products include flexible piping for fuel gases in residential and commercial construction, semi rigid piping for liquid fuels for automotive, marina and back-up generation, flexible tubing for medical, healthcare facilities, pharmaceutical, and pure gases, and flexible hoses for various industrial applications requiring a high degree of flexibility with the ability to carry corrosive substances at cryogenic or very high temperatures.  OmegaFlex currently has over 100 patents registered worldwide and is a product and engineering driven company committed to meeting our customers’ performance requirements.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
OMER USA Inc.,"Outdoor Living, Leisure, & Modular Structures",https://www.buildersshow.com/exhibitor/omerusainc,,No Website Found,,,,offline_dossier/detailed_reports/omer-usa-inc/report.md,"Italian manufacturer of car lifts for private, public garages and parking lots.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
OMET SRL,Building Materials,https://www.buildersshow.com/exhibitor/ometsrl,,No Website Found,,,,offline_dossier/detailed_reports/omet-srl/report.md,"OMET develops high-quality special ball bearings and integrated sliding solutions for several industries, such as traditional and minimal sliding windows, interior and automatic doors, lift doors, conservatories, balconies, and insect screens. OMET provides advice in designing new products or optimizing existing systems and identifies, in partnership with the customer, the best option in terms of quality, performance, functionality, and cost.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
On3,Building Materials,https://www.buildersshow.com/exhibitor/on3ai,,No Website Found,,,,offline_dossier/detailed_reports/on3/report.md,"On3 is the construction industry's first Field Knowledge Platform designed to provide frontline construction teams with the knowledge they need to build better, faster, and safer - driving incredible returns and increased product quality. On3 utilizes the latest in AI/ML and mobile technology to serve the frontline with the information and support they need to do their jobs correctly via its proprietary content library that is growing weekly both from On3 and client/user developed content via On3's course creation app. With its vast knowledge base, scalable digital deployment, and the network of collaborative content, On3 is quickly becoming the industry's leader in construction knowledge and field support.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
OneTrust Home Loans,Business Management & Professional Services,https://www.buildersshow.com/exhibitor/onetrusthomeloans,,No Website Found,,,,offline_dossier/detailed_reports/onetrust-home-loans/report.md,"OneTrust Home Loans is one of the nation’s largest non-bank construction lenders, partnering with residential builders nationwide to provide innovative financing tools that drive sales and profitability. Our builder-focused programs include forward commitments, permanent and temporary buydowns, bridge loans, and joint venture lending platforms designed to deliver predictable closings and stronger buyer confidence. 
With more than 30 years of mortgage leadership, we understand the unique challenges builders face in today’s market. Our customized partnerships integrate financing into sales and marketing strategies, helping increase traffic, create urgency, and differentiate your homes with below-market rate options. 
As a trusted partner, OneTrust continues to lead with solutions that align directly with builder goals- enhancing affordability, improving buyer experiences, and supporting long-term growth. 
Service is Everything!® Learn more at www.OneTrustHomeLoans.com",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
