gez;neci;Company;Segment;City;State/Country;Booth;Website;Description;Role;Status;Emails;SocialLinks;MetaDescription;ReportPath;Extracted_Products;Extracted_Services;Inferred_Website
;;OMET SRL;Building Materials;Lecco, Lecco;Italy;W6186;https://www.buildersshow.com/exhibitor/ometsrl;OMET develops high-quality special ball bearings and integrated sliding solutions for several industries, such as traditional and minimal sliding windows, interior and automatic doors, lift doors, conservatories, balconies, and insect screens. OMET provides advice in designing new products or optimizing existing systems and identifies, in partnership with the customer, the best option in terms of quality, performance, functionality, and cost.;Product;No Website Found;;;;offline_dossier/detailed_reports/omet-srl/report.md;special ball bearings, integrated sliding solutions;advice in designing new products, optimizing existing systems, identifying best options with customers;omet.com
;;On3;Building Materials;Madison;Wisconsin;W6193;https://www.buildersshow.com/exhibitor/on3ai;On3 is the construction industry's first Field Knowledge Platform designed to provide frontline construction teams with the knowledge they need to build better, faster, and safer - driving incredible returns and increased product quality. On3 utilizes the latest in AI/ML and mobile technology to serve the frontline with the information and support they need to do their jobs correctly via its proprietary content library that is growing weekly both from On3 and client/user developed content via On3's course creation app. With its vast knowledge base, scalable digital deployment, and the network of collaborative content, On3 is quickly becoming the industry's leader in construction knowledge and field support.;Product;No Website Found;;;;offline_dossier/detailed_reports/on3/report.md;Field Knowledge Platform, proprietary content library, course creation app;construction knowledge, field support, AI/ML and mobile technology support, digital deployment, client/user developed content support;on3.com
n;;OneTrust Home Loans;Business Management & Professional Services;San Diego;California;S2015;https://www.buildersshow.com/exhibitor/onetrusthomeloans;OneTrust Home Loans is one of the nation’s largest non-bank construction lenders, partnering with residential builders nationwide to provide innovative financing tools that drive sales and profitability. Our builder-focused programs include forward commitments, permanent and temporary buydowns, bridge loans, and joint venture lending platforms designed to deliver predictable closings and stronger buyer confidence. With more than 30 years of mortgage leadership, we understand the unique challenges builders face in today’s market. Our customized partnerships integrate financing into sales and marketing strategies, helping increase traffic, create urgency, and differentiate your homes with below-market rate options. As a trusted partner, OneTrust continues to lead with solutions that align directly with builder goals- enhancing affordability, improving buyer experiences, and supporting long-term growth. Service is Everything!® Learn more at www.OneTrustHomeLoans.com;Service;No Website Found;;;;offline_dossier/detailed_reports/onetrust-home-loans/report.md;forward commitments, permanent and temporary buydowns, bridge loans, joint venture lending platforms;customized partnerships, mortgage leadership integration, enhanced affordability solutions, improved buyer experiences;OneTrustHomeLoans.com
n;;Onsight Industries, Inc.;Business Management & Professional Services;;Bahamas;S16023;https://www.buildersshow.com/exhibitor/onsightindustriesinc;Headquartered in Orlando, Florida, with offices in Atlanta, Tampa, Charlotte, Raleigh, Dallas, Houston, New Braunfels (Austin/San Antonio), Miami, Pensacola, Nashville, Huntsville, Fairfax (D.C.) and Jacksonville, OnSight is an industry leading provider of visual marketing solutions for Home Builders, Multi-Family, and Developers. From signage and wide format printing to custom kiosk and display fabrication, OnSight serves a wide variety of industries and end markets with an entirely custom and diverse product offering. For over 35 years, local, regional, and national organizations have relied on OnSight to execute dynamic interior and exterior sign programs from design to installation. By maintaining Design, Fabrication, and Installation resources in-house, OnSight offers the convenience of a captive design agency with the production expertise of a proven manufacturer. From custom one-of-a-kind signs to comprehensive brand conversions and multi-location signage campaigns, you can count on our attention to detail to protect your brand standards and our sign expertise to achieve your goals.;Service;No Website Found;;;;offline_dossier/detailed_reports/onsight-industries-inc/report.md;signage, wide format printing, custom kiosk, display fabrication, interior signs, exterior signs;design, fabrication, installation, brand conversions, signage campaigns;onsightindustries.com
;;Onsite ICF;Building Materials;Pittsburgh;Pennsylvania;W6787;https://www.buildersshow.com/exhibitor/onsiteicf;;Product;No Website Found;;;;offline_dossier/detailed_reports/onsite-icf/report.md;;;
n;;ONYX COOL;Construction Tools, Systems, Equipment, & Safety;Red Wing;Minnesota;S12174;https://www.buildersshow.com/exhibitor/onyxcool;;Product;No Website Found;;;;offline_dossier/detailed_reports/onyx-cool/report.md;;;
n;;Operation Finally Home;Business Management & Professional Services;New Braunfels;Texas;W17;https://www.buildersshow.com/exhibitor/operationfinallyhome;;Service;No Website Found;;;;offline_dossier/detailed_reports/operation-finally-home/report.md;;;
;;Optimal Smart Water Heaters;Global Products;Miami;Florida;W6191;https://www.buildersshow.com/exhibitor/optimal;;Product;No Website Found;;;;offline_dossier/detailed_reports/optimal-smart-water-heaters/report.md;;;
;;Optimedia Windows & Doors;Building Materials;Oradea, Bihor;Romania;W2729;https://www.buildersshow.com/exhibitor/optimediasrl;Founded in 1994, Optimedia is one of the leading manufacturers of PVC and Aluminum joineries in Europe, specializing in high-quality windows, doors and accessories. Our products are renowned for their durability, energy efficiency and aesthetic appeal. Founded on family values and strengthened by over 30 years of experience, we take pride in creating long-lasting partnerships by offering tailored services and constant support. With over 2,500 B2B partners across three continents, we have a strong testament to the success of our vision and mission.;Product;No Website Found;;;;offline_dossier/detailed_reports/optimedia-windows-doors/report.md;PVC joineries, Aluminum joineries, windows, doors, accessories;tailored services, constant support;optimediawindowsdoors.com
;;OptimoRoute;Building Materials;Palo Alto;California;W7184;https://www.buildersshow.com/exhibitor/optimoroute;OptimoRoute is the #1-rated route optimization and route planning platform. Over 3,000 of the world’s most recognizable delivery, field service, and logistics companies use OptimoRoute everyday to save hundreds of hours in operational efficiency and thousands of dollars in fuel cost savings. OptimoRoute is the fastest, most intelligent and most adaptable route optimization platform allowing for companies of any size to completely automate their unique and complex end-to-end operations workflows quickly and easily in OptimoRoute. In seconds, OptimoRoute can build out daily, weekly or monthly schedules for hundreds of drivers or techs and thousands of orders/jobs, providing the best optimization to reduce the number of driver hours, miles driven, fuel consumption and wear and tear on your vehicles. OptimoRoute provides live, real-time GPS tracking of all of your drivers, techs and vehicles as well as accurate and up-to-date customer notifications and ETAs. Delivery companies such as food delivery, food distribution, building supply delivery, beverage delivery, big-box and white-glove delivery as well as field service companies, such as waste management, installation, pest control, cleaning services, and HVAC and more use the OptimoRoute Mobile App to provide drivers and techs with their daily work schedules, step-by-step navigation and a fully automated service delivery workflow to ensure the best customer experience. The mobile app can quickly capture proof or service delivery, including signatures, photos, notes and barcode scans to collect a permanent record along with time-stamp and location geo-code. For logistics companies, OptimoRoute can also automate their complete long-haul, pick-ups and deliveries and reverse logistics. OptimoRoute can quickly integrate into any delivery, field service or logistics tech-stack with full implementation in a matter of days not months to maximize ROI and time-to-value.;Product;No Website Found;;;;offline_dossier/detailed_reports/optimoroute/report.md;OptimoRoute platform, OptimoRoute Mobile App;route optimization, route planning, live real-time GPS tracking, customer notifications and ETAs, service delivery workflow, logistics automation, reverse logistics, integration into tech-stack;optimoroute.com
;;Optimum Window Mfg Corp;Building Materials;Ellenville;New York;W7243;https://www.buildersshow.com/exhibitor/optimumwindowmfgcorp;Since 1985, Optimum Window has made its mark in the Steel Window industry as the largest and most diversified manufacturer of Steel Windows and Doors in the United States. Competitiveness being the drive for all entrepreneurs, Optimum has continued its growth with a series of custom high-tech metal window and door systems designed for commercial, high-end residential and landmark applications.;Product;;;;;;Steel Windows, Steel Doors, custom high-tech metal window systems, custom high-tech metal door systems;commercial applications, high-end residential applications, landmark applications;optimumwindow.com
;;Orenco Systems;Building Materials;Sutherlin;Oregon;W7066;https://www.buildersshow.com/exhibitor/orencosystemsinc;;Product;No Website Found;;;;offline_dossier/detailed_reports/orenco-systems/report.md;;;
;;Organized Living Inc.;Interior Finishings & Home Living;Cincinnati;Ohio;S12049;https://www.buildersshow.com/exhibitor/organizedlivinginc;Organized Living provides closet storage solutions that seamlessly adapt to any space and lifestyle. From ventilated wire shelving to custom built-ins, our products are sustainably crafted in the USA and backed by one of the industry's best warranties. As America’s trusted closet brand, we offer a full range of options tailored to meet every project, budget, and need. Our advanced software simplifies closet design, ensuring ease from planning to installation. Whether you’re building, remodeling, or upgrading, trust Organized Living to transform your spaces into beautifully organized areas. With over a century of expertise, Organized Living has set the standard in reliable, innovative storage solutions for Homebuyers and Residents. Our commitment to quality has made us the leading choice for durable closet systems that stand the test of time. Partnering with a nationwide network of Dealers, we provide top-tier products, cutting-edge software programs, and unmatched support to make closets easy. Choose Organized Living for storage solutions that elevate every project with strength and style. Visit us in booth #S12049 to see how we make closets easy!;Product;No Website Found;;;;offline_dossier/detailed_reports/organized-living-inc/report.md;ventilated wire shelving, custom built-ins, durable closet systems;closet storage solutions, software for closet design, nationwide dealer network support;organizedliving.com
;;Ortal North America;Interior Finishings & Home Living;Columbus;Ohio;S13095;https://www.buildersshow.com/exhibitor/ortalusa;;Product;No Website Found;;;;offline_dossier/detailed_reports/ortal-north-america/report.md;;;
;;ORTECH Industries;Building Materials;Surrey;British Columbia, Canada;W7661;https://www.buildersshow.com/exhibitor/crowndistributorsltd;Ortech Industries Inc. is a reputable and reliable supplier of high-quality construction materials. With a commitment to providing only the best products, Ortech Industries Inc. has become a trusted name in the construction industry since its establishment in 2004.Ortech Industries Inc. offers a wide range of construction materials, including lighting, electrical, and HVAC. All products are made with top-grade materials and undergo rigorous testing to ensure they meet the highest quality standards. With a focus on providing the most reliable products possible, Ortech Industries Inc. has built a reputation for excellence in the industry.As a national supplier, Ortech Industries Inc. has served customers across Canada and the USA. Their products can be found in more than 2 million homes, demonstrating the trust and confidence that customers have in their products. Whether you are a contractor, builder, or homeowner, Ortech Industries Inc. has the products you need to complete your project to the highest standards.In short, Ortech Industries Inc. is a company that prides itself on delivering high-quality products and exceptional customer service. With a commitment to excellence, they have become a go-to supplier for construction professionals and homeowners alike.;Product;No Website Found;;;;offline_dossier/detailed_reports/ortech-industries/report.md;lighting, electrical, HVAC;;ortechindustries.com
;;Osblock;Building Materials;St-Monique;Canada;W6647;https://www.buildersshow.com/exhibitor/osblock;Osblock offers a revolution in the construction industry by producing insulated structural blocks that provide an alternative to traditional construction methods. With insulation that is nearly double the current standards and superior structural capacity, Osblock allows several steps to be completed in a single installation. Easy, fast, efficient, environmentally friendly, and energy efficient are the words that best describe our product.;Product;No Website Found;;;;offline_dossier/detailed_reports/osblock/report.md;insulated structural blocks;;osblock.com
;;Oskorp Inc.;Building Materials;Naples;Florida;W8493;https://www.buildersshow.com/exhibitor/oskorpinc;;Product;No Website Found;;;;offline_dossier/detailed_reports/oskorp-inc/report.md;;;
;;Ouros Materials;Building Materials;Doylestown;Pennsylvania;W5653;https://www.buildersshow.com/exhibitor/ourosmaterials;Ouros Materials is an early-stage building materials startup developing MESOSTONE, an inherently fire-resistant and low-cost composite panel platform. MESOSTONE panels are engineered to deliver fire performance through the full panel thickness, rather than through surface-applied coatings or treatments, enabling simpler installation and integration into code-driven building assemblies. Additionally, MESOSTONE delivers exceptional sustainability advantages by sequestering CO2 and using a novel low-temperature ceramic manufacturing method. Ouros is currently piloting composite panels and partnering with manufacturers, builders, and contractors on testing and early applications.;Product;No Website Found;;;;offline_dossier/detailed_reports/ouros-materials/report.md;MESOSTONE composite panels;piloting composite panels, partnering with manufacturers, builders, and contractors on testing and early applications;ourosmaterials.com
;;The Outdoor Plus;Outdoor Living, Leisure, & Modular Structures;Ontario;California;S7162;https://www.buildersshow.com/exhibitor/theoutdoorplus;;Product;No Website Found;;;;offline_dossier/detailed_reports/the-outdoor-plus/report.md;;;
;;Outdure;Outdoor Living, Leisure, & Modular Structures;Newark;Delaware;S7134;https://www.buildersshow.com/exhibitor/outdureinternationalltd;;Product;;;;;;;;
n;;Outlaw Tool Company;Construction Tools, Systems, Equipment, & Safety;Lincoln;New Mexico;S10180;https://www.buildersshow.com/exhibitor/outlawtoolcompany;;Product;No Website Found;;;;offline_dossier/detailed_reports/outlaw-tool-company/report.md;;;
;;Outwater Industries Inc;Building Materials;Bogota;New Jersey;W8167;https://www.buildersshow.com/exhibitor/outwaterindustriesinc;Outwater Industries is a well-established international manufacturer and stocking distributor of more than 65,000 standard and innovative component products for a diversified range of commercial and retail end users. Outwater is also the exclusive distributor of Orac Decor in the United States. Orac Decor has been recognized as Europe's #1 choice for interior mouldings and millwork since 1970. Orac Decor is a worldwide leader in the production of architecturally accurate decorative mouldings and millwork. We look forward to serving you in the near future.;Product;No Website Found;;;;offline_dossier/detailed_reports/outwater-industries-inc/report.md;component products, interior mouldings, millwork, decorative mouldings;manufacturing, distribution;outwaterindustries.com
;;Overseas Hardwoods Company;Outdoor Living, Leisure, & Modular Structures;Mobile;Alabama;S3175;https://www.buildersshow.com/exhibitor/overseashardwoodscompany;;Product;No Website Found;;;;offline_dossier/detailed_reports/overseas-hardwoods-company/report.md;;;
;;Overwrap;Building Materials;Naperville;Illinois;W5549;https://www.buildersshow.com/exhibitor/overwrap;;Product;No Website Found;;;;offline_dossier/detailed_reports/overwrap/report.md;;;
;;Owens Corning;Building Materials;Toledo;Ohio;W2543;https://www.buildersshow.com/exhibitor/owenscorning;Owens Corning is a building products leader committed to building a sustainable future through material innovation. Our products provide durable, sustainable, energy-efficient solutions that leverage our unique capabilities and market-leading positions to help our customers win and grow. We are global in scope, human in scale with more than 25,000 employees in 31 countries dedicated to generating value for our customers and shareholders and making a difference in the communities where we work and live. Founded in 1938 and based in Toledo, Ohio, USA, Owens Corning posted 2024 sales of $11.0 billion. For more information, visit www.owenscorning.com.;Product;No Website Found;;;;offline_dossier/detailed_reports/owens-corning/report.md;building products, durable solutions, sustainable solutions, energy-efficient solutions;;owenscorning.com
;;OYH Construction Materials LLC;Building Materials;Houston;Texas;W7347;https://www.buildersshow.com/exhibitor/oyhconstructionmaterialsllc;OYH North America, headquartered in Houston, TX, is a full-service building materials supplier with two operating companies: OYH CONSTRUCTION MATERIALS and VASA TECH NORTH AMERICAN. Our mission is to deliver high-quality, reliable, and cost-effective products for both commercial and residential projects across North America.;Product;No Website Found;;;;offline_dossier/detailed_reports/oyh-construction-materials-llc/report.md;;supply of building materials;oyhconstructionmaterials.com
n;;Ozturk Plastik Kalip San. ve Tic. Ltd. Sti.;Construction Tools, Systems, Equipment, & Safety;Istanbul, Istanbul;Turkey;S7193;https://www.buildersshow.com/exhibitor/ozturkplastikkalipsanveticltds;Building materials manufacturer;Product;No Website Found;;;;offline_dossier/detailed_reports/ozturk-plastik-kalip-san-ve-tic-ltd-sti/report.md;;;ozturkplastik.com
;;PAC-CLAD | Petersen;Building Materials;Elk Grove Village;Illinois;W5343;https://www.buildersshow.com/exhibitor/paccladpetersen;;Product;No Website Found;;;;offline_dossier/detailed_reports/pac-clad-petersen/report.md;;;
n;;PaintCare;Business Management & Professional Services;Washington;District Of Columbia;W7392;https://www.buildersshow.com/exhibitor/paintcare;;Service;No Website Found;;;;offline_dossier/detailed_reports/paintcare/report.md;;;
;;Palm City Ironworks;Building Materials;Ft. Myers;Florida;S13029;https://www.buildersshow.com/exhibitor/palmcityironworks;;Product;No Website Found;;;;offline_dossier/detailed_reports/palm-city-ironworks/report.md;;;
;;Palram Americas, Inc.;Outdoor Living, Leisure, & Modular Structures;Kutztown;Pennsylvania;S4186;https://www.buildersshow.com/exhibitor/palramamericasinc;Roof It and Reap the Rewards! Palram Americas is the leader in polycarbonate roof covering solutions for decks, patios and pergolas - with options to meet any budget or project requirement. Many deck projects are missing the key upgrade that transforms the space and adds to your bottom line – a roof! Palram’s roofing solutions bridge the gap between high-end custom roofs and basic coverings. Panels are virtually unbreakable, providing 100% UV resistance and high snow & wind load capacity. New EZ GLAZE® premium polycarbonate panels offer a sleek, glass-like appearance with a unique design for fast installation compared to a wood/shingle roof. The corrugated edges easily overlap & fasten to rafters for a quick AND easy install. The SUNSCAPE® architectural system is a 3-part residential roof covering solution that includes premium-grade polycarbonate panels and durable, anodized profiles. It offers a sophisticated, modern option for covering decks and patios. Our corrugated roof panels, including SUNTUF® - the #1 corrugated polycarbonate panel in the market - round out our offering. And with our Panel Pros Contractor Rewards Program, you can earn rewards just for using our roof panels! Learn about EZ Glaze, Sunscape & Suntuf panels & how we can help boost profits on every job, while delivering year-round flexibility for homeowners to enjoy their outdoor spaces.;Product;No Website Found;;;;offline_dossier/detailed_reports/palram-americas-inc/report.md;EZ GLAZE panels, SUNSCAPE architectural system, SUNTUF corrugated roof panels;Panel Pros Contractor Rewards Program;palramamericas.com
;;Pamex;Building Materials;Chino;California;W4883;https://www.buildersshow.com/exhibitor/pamex;Founded in 1985, Pamex is a leading manufacturer and distributor of builders' hardware, known for quality products and outstanding service. Our core product lines include commercial and residential locksets, electronic access control systems, door closers, exit devices, hinges, bath accessories, and miscellaneous door hardware. With distribution centers in Chino, CA and Concord, NC, we maintain extensive inventory to support multifamily, single-family, and commercial projects of any size across the country, ensuring smooth and reliable delivery every time. In addition to hardware, we offer value-added services such as specification writing, submittal reviews, keying schedules, and code compliance support. Our in-house keying, order processing, and shipping teams ensure a streamlined experience, supported by a customer service team dedicated to your success.;Product;No Website Found;;;;offline_dossier/detailed_reports/pamex/report.md;commercial and residential locksets, electronic access control systems, door closers, exit devices, hinges, bath accessories, miscellaneous door hardware;specification writing, submittal reviews, keying schedules, code compliance support;pamex.com
;;PANAGET USA INC;Interior Finishings & Home Living;BOURGBARRE, Ille-et-Vilaine;France;S11031;https://www.buildersshow.com/exhibitor/panagetusainc;;Product;No Website Found;;;;offline_dossier/detailed_reports/panaget-usa-inc/report.md;;;
;;Panasonic Eco Systems North America;Building Materials;Newark;New Jersey;W3913;https://www.buildersshow.com/exhibitor/panasoniclifesolutionscompanyo;Efficiency, Comfort, Compliance – All in One Panasonic offers an automated solution for indoor air quality (IAQ), heating & cooling, and moisture management, designed for builders, contractors, remodelers, architects, and other industry professionals focused on creating healthy indoor environments. Our extensive selection includes energy recovery ventilators, ventilation fans, heat pumps, and the full Atmosphere line, featuring inline fans, dryer exhaust systems, and Swidget Smart Controls to automate the entire process. With everything needed for optimal air quality and comfort, all backed by a trusted brand, visit us at Booth W3913 to discover the latest innovations.;Product;No Website Found;;;;offline_dossier/detailed_reports/panasonic-eco-systems-north-america/report.md;energy recovery ventilators, ventilation fans, heat pumps, inline fans, dryer exhaust systems, Swidget Smart Controls;automated solution for indoor air quality, heating & cooling, moisture management;panasonicecosystemsna.com
;;Panda Windows & Doors;Building Materials;North Las Vegas;Nevada;W4943;https://www.buildersshow.com/exhibitor/pandawindowsdoors;Panda Windows & Doors was established in 1991 in Las Vegas, Nevada with a goal to create beautiful pieces of functional glass that perform as well as they look. The company designed, manufactured, and delivered its first aluminum framed folding door to a remodeled custom home located in Downtown Las Vegas. As design trends evolved and architects became interested in designing large moveable openings, Panda Windows & Doors found its niche market and began designing and engineering state-of-the-art custom high-end window and doors that cater to the needs of both residential and commercial markets.;Product;No Website Found;;;;offline_dossier/detailed_reports/panda-windows-doors/report.md;aluminum framed folding doors, custom high-end windows, custom high-end doors;designing, manufacturing, delivery, engineering;pandawindows.com
;;PANORAMIC DOORS™;Building Materials;Fort Worth;Texas;W5043;https://www.buildersshow.com/exhibitor/panoramicdoors;;Product;No Website Found;;;;offline_dossier/detailed_reports/panoramic-doors/report.md;;;
n;;Paragon Components;Business Management & Professional Services;Chattanooga;Tennessee;S10062;https://www.buildersshow.com/exhibitor/paragon;;Service;No Website Found;;;;offline_dossier/detailed_reports/paragon-components/report.md;;;
n;;Paragon Group USA;Construction Tools, Systems, Equipment, & Safety;Englewood;New Jersey;S10204;https://www.buildersshow.com/exhibitor/paragongroupusa;Paragon Group USA has been a leader in producing, marketing, and distributing premium products within the outdoor and electrical industries for over 13 years. Headquartered in Englewood, New Jersey and with team members all around the globe, Paragon Group USA strives for excellence in the products they manufacture, the retail partners they work with, and the service provided to consumers. Paragon Group USA has partnered with highly respected brands including BLACK+DECKER™, Craftsman®, and DEWALT®, and is a licensed partner of DEWALT®. For more information, contact Paragon Group USA at 201.266.6775;Product;No Website Found;;;;offline_dossier/detailed_reports/paragon-group-usa/report.md;outdoor products, electrical products;producing, marketing, distributing;paragongroupusa.com
;;Parlos Group Inc.;Interior Finishings & Home Living;Alhambra;California;W9140;https://www.buildersshow.com/exhibitor/parlosgroupinc;;Product;No Website Found;;;;offline_dossier/detailed_reports/parlos-group-inc/report.md;;;
;;Parson Adhesives, Inc.;Building Materials;Rochester Hills;Michigan;W6088;https://www.buildersshow.com/exhibitor/parsonadhesivesinc;U.S.-Based | ISO-Certified |Adhesive Manufacturer | Parson Adhesives, Inc. is a U.S.-based, ISO-certified manufacturer specializing in high-performance adhesives for industrial and building construction applications. Our product portfolio includes Methacrylate (MMA), Polyurethane (PU), Epoxy, UV Curable Adhesives and Cyanoacrylate adhesives, designed to meet the rigorous demands of modern assembly and MRO operations. With over 2,500 customers across 52 countries, Parson has earned a global reputation for innovation, reliability, and technical excellence. All of our products are proudly manufactured at our facility in Evansville, Indiana. As a 100% American-owned company, Parson is dedicated to advancing adhesive technologies for critical applications across industries such as building construction, automotive, marine, electronics, medical devices, and general manufacturing. Our success is driven by a commitment to quality, continuous innovation, and a responsive customer-first approach—backed by a team of experienced professionals and engaged ownership. At Parson, quality isn't just a benchmark—it's a culture. Through our Total Quality Management philosophy, we ensure every product meets the highest standards, helping our customers achieve consistent, long-lasting results.;Product;No Website Found;;;;offline_dossier/detailed_reports/parson-adhesives-inc/report.md;Methacrylate (MMA) adhesives, Polyurethane (PU) adhesives, Epoxy adhesives, UV Curable Adhesives, Cyanoacrylate adhesives;MRO operations, building construction support, adhesive technology advancement;parsonadhesives.com
;;Patson Doors LLC;Building Materials;Norcross;Georgia;W8570;https://www.buildersshow.com/exhibitor/patsondoorsllc;Fiberglass Entry Doors Supplier;Product;No Website Found;;;;offline_dossier/detailed_reports/patson-doors-llc/report.md;Fiberglass Entry Doors;;patsondoors.com
n;;PayKeeper, Inc.;Business Management & Professional Services;South Jordan;Utah;S5132;https://www.buildersshow.com/exhibitor/paykeeperinc;;Service;No Website Found;;;;offline_dossier/detailed_reports/paykeeper-inc/report.md;;;
;;Pearl Mantels Corp.;Interior Finishings & Home Living;Collierville;Tennessee;S12026;https://www.buildersshow.com/exhibitor/pearlmantelscorp;Pearl Mantels, family owned and operated for over 30 years, features fine furniture quality fireplace mantels and shelves. Perfect for both Commercial and Residential applications. Standard sizing. Easy to install. In stock and ready to ship! Stunning details and classic designs that will transform a house into a home. Ask us about non-combustible mantels!;Product;No Website Found;;;;offline_dossier/detailed_reports/pearl-mantels-corp/report.md;fireplace mantels, mantels, shelves, non-combustible mantels;;pearlmantels.com
n;;Pedrollo Group USA;Construction Tools, Systems, Equipment, & Safety;Saint Paul;Minnesota;S11147;https://www.buildersshow.com/exhibitor/pedrollogroupusa;Pedrollo Group USA serves as the North American office for Pedrollo Group Srl, catering to the United States and Canada. Established in 1974 in San Bonifacio (Verona), Pedrollo S.p.A. remains a prominent industrial entity in Northeastern Italy. It holds a global reputation as a benchmark in the electric water pumps industry.Pedrollo Group Srl focuses on WATER, ENERGY, and TECHNOLOGY sectors, upholding its tradition of innovation and technology, reflecting the excellence of its Italian heritage. The company boasts a diverse collection of renowned brands, such as Pedrollo®, Panelli®, LinZ Electric®, Superior Pump®, Saci Pumps®, PM Technology®, and Gread Electronics®, catering to various market applications, including residential, commercial, industrial, agricultural, irrigation, and swimming pools.The group's highly automated systems ensure sustained global competitiveness, with continuous investments in innovation and the adoption of original solutions in mechanics, design, electronics, and human intelligence.Quality, service, professionalism, and internationalization, as well as a commitment to social responsibility, are the cornerstones of Pedrollo Group Srl's long-standing global reputation.;Product;No Website Found;;;;offline_dossier/detailed_reports/pedrollo-group-usa/report.md;electric water pumps;innovation, design, electronics, global competitiveness, market applications in residential, commercial, industrial, agricultural, irrigation, swimming pools;pedrollogroup.com
;;Pentagon;Building Materials;Stonewall;Manitoba, Canada;W6145;https://www.buildersshow.com/exhibitor/pentagonshutters;Pentagon Shutters & Screens is a leading manufacturer of security rolling shutters and retractable screens, with a large dealer network across North America.;Product;No Website Found;;;;offline_dossier/detailed_reports/pentagon/report.md;security rolling shutters, retractable screens;;pentagon.com
;;Pentair Water Solutions - Everpure Home;Building Materials;Golden Valley;Minnesota;W5774;https://www.buildersshow.com/exhibitor/pentairresidentialfiltrationll;;Product;No Website Found;;;;offline_dossier/detailed_reports/pentair-water-solutions-everpure-home/report.md;;;
;;Perfect Closing Gift;Outdoor Living, Leisure, & Modular Structures;Arroyo Grande;California;S8192;https://www.buildersshow.com/exhibitor/perfectclosinggift;Perfect Closing Gift provides personalized, functional closing gifts designed to help builders create lasting impressions with their buyers. Our gifts can be personalized with your homeowner name and subtle builder branding, turning each presentation into a meaningful keepsake that stays in the home long after move-in. We offer easy ordering, bulk programs, and fast turnaround for nationwide delivery. Builders Edition Digital Catalog;Product;No Website Found;;;;offline_dossier/detailed_reports/perfect-closing-gift/report.md;personalized, functional closing gifts;personalized gifts, easy ordering, bulk programs, fast turnaround, nationwide delivery;perfectclosinggift.com
;;Performance Building Solutions;Building Materials;Jupiter;Florida;W5143;https://www.buildersshow.com/exhibitor/performancebuildingsolutions;Performance Building Solution (PBS) Building beyond code for higher performance and value. PBS is a U.S.-based company dedicated to transforming construction through innovation, technology, and sustainability. We believe that construction can and must evolve in order to meet ever increasing demands and needs. We exist to push the boundaries of the traditional building industry in both methods and materials, working smarter to develop and promote more efficient, resilient, high-performance buildings for true long-term sustainability. With the patented Kratos Building Technology, PBS introduces the next generation of construction, combining state-of-the-art panelized construction methodologies, engineering and best-in-class materials for highly scalable, resilient, durable and energy efficient green buildings based in light gauge steel. Every project delivers maximum efficiency, reduced waste, high energy performance, and unmatched durability and resilience, founded on a vision that truly changes the way construction is done. PBS is not just building differently — we are shifting the construction paradigm and revolutionizing the construction industry.;Product;No Website Found;;;;offline_dossier/detailed_reports/performance-building-solutions/report.md;Kratos Building Technology, panelized construction methodologies, light gauge steel buildings;transforming construction through innovation, developing high-performance buildings, promoting efficient construction methods;performancebuildingsolutions.com
;;Permalatt Products, Inc.;Outdoor Living, Leisure, & Modular Structures;Bremen;Indiana;S1118;https://www.buildersshow.com/exhibitor/permalattproducts;"PERMALATT PRODUCTS, INC. SPECIALIZES IN PREMIUM ALUMINUM & VINYL 3D LATTICE. Hidden Weld Aluminum 3D Lattice - Patent Pending Robotically welded together precisely with a Concealed Weld System (no weld marks showing) Powder Coated with AAMA 2604 approved coating in a 10-step process at our state of the art facility Eight powder coat colors in a variety of satin & fine texture finishes & dark colors Unique Clip & Channel Cover Installation System for an easy install & finished look New Aluminum Posts and a new Channel Installation System Solid Core Vinyl 3D Lattice Chemically bonded together slat on slat Certified for outdoor or Indoor use Five colors in neutral tones with color running throughout the entire solid core slat Six opening patterns in diagonal & square designs from 1"" to 3"" openings Vinyl sheet sizes come in multiple sizes from 12"" x 6' to 4' x 8'. Custom size sheets are also available Both products are completely maintenance free & have a Lifetime Limited Warranty. Call 888-457-4342 or email sales@permalatt.com for more details and free estimates.";Product;No Website Found;;;;offline_dossier/detailed_reports/permalatt-products-inc/report.md;Hidden Weld Aluminum 3D Lattice, Aluminum Posts, Channel Installation System, Solid Core Vinyl 3D Lattice, Vinyl sheet sizes;custom size sheets, free estimates;permalatt.com
n;;Permit Rockstar;Business Management & Professional Services;Jacksonville;Florida;S5205;https://www.buildersshow.com/exhibitor/permitrockstar;;Service;No Website Found;;;;offline_dossier/detailed_reports/permit-rockstar/report.md;;;
n;;PermitFlow;Construction Tools, Systems, Equipment, & Safety;New York;New York;S4062;https://www.buildersshow.com/exhibitor/permitflow;PermitFlow is building construction's AI workforce. Our AI agents power pre-construction operations, including permitting, inspections & closeouts, and license management. Builders that partner with permitflow accelerate project timelines by 2.5x, lower operational overhead by 90%, and realize 5x ROI on average.;Product;No Website Found;;;;offline_dossier/detailed_reports/permitflow/report.md;AI agents;permitting, inspections & closeouts, license management;permitflow.com
