Company,Segment,City,State/Country,Booth,Website,Description,Role
J&C Plumbing Enterprises Limited,Interior Finishings & Home Living,"Ningbo, Zhejiang",China,W8449,https://www.buildersshow.com/exhibitor/jcplumbingenterpriseslimited,Please stop by and visit our booth,Product
"J. H. General Trading Co., Limited",Building Materials,"Kowloon Bay KL, Hong Kong",China,W8642,https://www.buildersshow.com/exhibitor/jhgeneraltradingcolimited,Please stop by and visit our booth,Product
JACK App,Business Management & Professional Services,"Adelaide, South Australia",Australia,S3036,https://www.buildersshow.com/exhibitor/jackapp,"JACK App is an all-in-one construction management platform built for builders, by builders. 
JACK App streamlines lead management, estimating, job delivery, cashflow forecasting, billing, safety and compliance in one system. 
Unlike generic project management tools, JACK App mirrors how builders actually work. It replaces spreadsheets, disconnected systems, and manual processes with a single, purpose-built platform that gives builders greater visibility, control, and confidence across their entire business. 
Now in the U.S. and Canada, JACK App helps residential builders and construction businesses run more efficient operations, improve financial clarity, and deliver more professional client experiences — without adding complexity.",Service
Jain Building Products,Building Materials,Chicopee,Massachusetts,W7667,https://www.buildersshow.com/exhibitor/jainamericaholdingsinc,Jain is a leading Global manufacturer of PVC.  Our Building Materials division focuses on Maintenance Free Siding & Trim without having to compromise the aesthetics.  Pre-Finished profiles gives you the finish and longevity so you have a beautiful home for years to come.,Product
James Hardie Building Products,Building Materials,Chicago,Illinois,P1127,https://www.buildersshow.com/exhibitor/jameshardiebuildingproducts,Please stop by and visit our booth,Product
Japan Wood Products Export Association,Building Materials,"Tokyo, Tokyo",Japan,W6853,https://www.buildersshow.com/exhibitor/japanwoodproductsexportassocia,Please stop by and visit our booth,Product
JascoPro,Interior Finishings & Home Living,Oklahoma City,Oklahoma,S11071,https://www.buildersshow.com/exhibitor/jascoproductscompany,"At Jasco, we design and develop products to simplify your life and connect your home. Jasco provides one of the most comprehensive lineups of home automation, lighting, security, home entertainment, and power products. While providing our channel partners full and far-reaching product assortments, we use our commitment to design, research and development to bring to market product innovations that energize and invigorate imbedded technology specifically designed for the new home marketplace.",Product
"Jdpump Co., Ltd.","Construction Tools, Systems, Equipment, & Safety","Foshan, Guangdong",China,S13043,https://www.buildersshow.com/exhibitor/jdpumpcoltd,Please stop by and visit our booth,Product
JellyFish Lighting,Interior Finishings & Home Living,Draper,Utah,S5196,https://www.buildersshow.com/exhibitor/jellyfishlighting,Please stop by and visit our booth,Product
Jiangmen HEHE Hardware Factory,Global Products,"Jiangmen, Guangdong",China,W8656,https://www.buildersshow.com/exhibitor/jiangmenhehehardwarefactory,"Jiangmen HE HE Stainless Steel Manufacturing Co., Ltd has been well established since 1996 with the plant located at Jiangmen City in China, which is a kitchen sinks factory that specializes in manufacture of various of quality kitchen sinks and handmade sinks at value pricing. Our HEHE factory has over 17 years of experience in designing, developing and producing stainless steel sinks and handmade sinks with its own designers, engineers and technicians. To serve all the customs from USA, Canada, Europe, Middle-east, Australia and Southeast Asia.",Product
"Jiangsu Aozheng Metal Products Co., Ltd",Global Products,"Taizhou, Jiangsu",China,W8681,https://www.buildersshow.com/exhibitor/jiangsuaozhengmetalproductscol,"Jiangsu Aozheng Metal Products Co., Ltd. is a comprehensive enterprise integrating research and development, production andsales of precision caslings, construction hardware and curtain wall accessories. Aozhen has a modern production workshop, advancedproduction equipment, and a sound business model, professional technical staff, from the procurement of raw materials, smeltingstamping, o the sale of finished products, greatly reducing a lot of intermediate links, thus truly To bring benefits to consumers.Main business products: marble pendants, aluminum alloy pendants, back bots, connecting claws, embedded parts, channelsteel, support arm brackets, stair columns, screw fasteners and other products. The specifications are complete, the design isnovel, the shape is unique, the styles are diverse, the work is exquisite and the quality is excellent.",Product
Jiangsu Barep Smart Technology Co Ltd,Interior Finishings & Home Living,"Zhangjiagang, Jiangsu",China,W9033,https://www.buildersshow.com/exhibitor/jiangsubarepsmarttechnologycol,"Our company mainly produces and operates American standard electrical products, the main products are GFCI, USB socket and switch panel and junction box and other products, All products comply with UL&CUL. ETL&CETL standards",Product
"Jiangsu Jiashike New Material Technology Co., Ltd.",Building Materials,"Suqian, Jiangsu",China,W8672,https://www.buildersshow.com/exhibitor/jiangsujiashikenewmaterialtech,"We produce and sell residue-free self-adhesive surface protection film used in floors, carpets, stairs and anywhere needed during decoration, remodeling, renovation or construction.",Product
"Jiangsu Joyful New Material Co., Ltd.",Interior Finishings & Home Living,"Suqian, Jiangsu",China,W9340,https://www.buildersshow.com/exhibitor/jiangsujoyfulnewmaterialcoltd,Please stop by and visit our booth,Product
"Jiangsu Shengchang Innovative Household Materials Co., Ltd.",Interior Finishings & Home Living,"Changzhou, Jiangsu",China,W9029,https://www.buildersshow.com/exhibitor/jiangsushengchanginnovativehou,"About ShengC




Jiangsu Shengchang Innovative Household Materials Co., Ltd. which was founded in 2002, is a professional manufacturer for SPC flooring and laminate flooring. Owning to German production equipment, mature techniques, complete inspection means, precise and effective quality assurance system and high quality product, our company basically formed characteristic advantage in production of consolidated plank floor and ranked in leading place technically during domestic brother industry, with the products enjoying high reputation. 
Our annual output of laminate flooring can reach three million square meters, and for SPC flooring, five million square meters.",Product
"Jiangsu Suyin New Material Technology Co.,  Ltd.",Building Materials,"Yancheng, Jiangsu",China,W5679,https://www.buildersshow.com/exhibitor/jiangsusuyinnewmaterialtechnol,"Jiangsu Suyin New Material Technology Co., Ltd., was established in 2021. it is the acoustic decoration material production base of the group company located in the Guangdong-HongKong-Macao Greater Bav Area. More than 90% of its products are sold to more than 150 countries and regions around the world, aiming to export China to the world quality product mace. Up to now the Guangdong production base has 2 automated production lines with a monthly out put of more than 100.000 standard sized wooden slat acoustic panels, realizing the full-link service of independent search and development, customized production and online sales.",Product
"Jiangxi Fangda Tech Co., Ltd",Building Materials,"Jiujiang, Jiangxi",China,W8663,https://www.buildersshow.com/exhibitor/jiangxifangdatechcoltd,Please stop by and visit our booth,Product
"Jiaxing Chengtai Mirror Co., Ltd",Interior Finishings & Home Living,"Jiaxing, Zhejiang",China,W9131,https://www.buildersshow.com/exhibitor/jiaxingchengtaimirrorcoltd,"Jiaxing Chengtai Mirror Co., Ltd., founded in 2005, is a leading manufacturer of premium led mirrors, bathroom mirrors and full-length mirrors. Located near shanghai port, our certified factory boasts in-house r&d and holds ce, rohs, etl, and iso9001 certifications. We offer extensive odm/oem services and deep customization, trusted by global clients. ""Customer first"" is our core principle. We invite partners worldwide to collaborate.",Product
"Jiaxing Naray Import & Export Co., Ltd",Global Products,"Jiaxing, Zhejiang",China,W9446,https://www.buildersshow.com/exhibitor/jiaxingnarayimportexportcoltd,"One stop purchasing for quality Chainlink fence fittings, stamping & casting parts and Fasteners",Product
"Jinagxi Rongke New Building Materials Co., Ltd",Interior Finishings & Home Living,"Ganzhou, Jiangxi",China,W8684,https://www.buildersshow.com/exhibitor/jinagxirongkenewbuildingmateri,"Jiangxi Rongke New Building Materials Co., Ltd. has been engaged in the interior and exterior decoration materials business for over nine years. We specialize in PS wall panels, PS skirting boards, PVC marble slabs, SPC flooring, and WPC wall panels. We also produce WPC exterior wall panels and flooring. We are a professional and responsible company offering a full range of services. Our monthly production capacity is approximately 70 containers. As an original manufacturer, we are able to offer competitive prices and high-quality products.",Product
JINFER RAILING,"Outdoor Living, Leisure, & Modular Structures",,China,S4178,https://www.buildersshow.com/exhibitor/qingdaojinferinternationalcolt,金弗成立于2002年，从一家五金配件专营公司发展成为全球领先的高端玻璃和钢索护栏系统供应商。秉承专业品质、一流服务和创新引领的核心原则，我们提供定制的尖端解决方案，相当于最高的行业标准。,Product
"Jinhua Hongsheng Cultural and Creative Co., Ltd.",Interior Finishings & Home Living,"Jinhua, Zhejiang",China,W8648,https://www.buildersshow.com/exhibitor/jinhuahongshengculturalandcrea,Please stop by and visit our booth,Product
JM Stock House Plans,Business Management & Professional Services,Naples,Florida,S1017,https://www.buildersshow.com/exhibitor/jmstockhouseplans,"We have the best and most current buildable stock house plans to choose from.  Hundreds of different floor plans and elevation styles.  We offer modifications to any of our plans or can provide a full custom home design for any part of the world.  Stop by and see us, you will not be disappointed in our services.",Service
JobTread,Business Management & Professional Services,Dallas,Texas,S8017,https://www.buildersshow.com/exhibitor/jobtreadsoftware,"The New Standard for Managing Construction Projects 
JobTread empowers you with simple yet powerful construction estimating and project management software to help you tackle projects more efficiently. Get organized, complete your projects on time, and increase your profits. 
JobTread is a 2025 Best of IBS winner and a finalist again for 2026, with 10,000+ customers, 1 million users, and over 1,000 five-star reviews on Google. JobTread is also the #6 fastest-growing tech company in North America. 
Packed with Powerful Features 
Sales & Estimating 

Construction CRM
Estimating
Takeoff
Contracts & eSignatures
Cost Catalog
Bid Requests
Lead Management

Project Management 

Mobile App
Tasks & Scheduling
Daily Logs
Time Tracking
Files, Photos, & Videos
Sub & Vendor Portals
Specifications

Job Finances 

Budgeting
Change Orders
Job Costing
POs & Work Orders
Sub & Vendor Billing
Customer Invoices
Reporting & Dashboards

Customer Experience 

Customer Portals
Selections & Allowances
Communication & Messaging
Homeowner Financing
Collect Online Payments
Warranties

Powerful Integrations  
JobTread integrates with Intuit QuickBooks Online, Home Depot, SRS, QXO, Eagleview, Stripe, Slack, RENDR, Zapier, and more to ensure your data stays connected so you can work smarter and grow with confidence. 
  
Monthly Pricing 
$199 / month. Includes one user. Additional internal users cost $20/month. Tiered price breaks begin after 10 users. Billed monthly, no contracts. 
The best software and best service for one simple price! 

30 day money-back guarantee
All features included
Unlimited jobs, documents, and files
Unlimited customer and vendor portal users
Data imports and pre-built job templates
First-class implementation, training, and support

 Visit www.jobtread.com/IBS for more information.",Service
Johns Manville,Building Materials,Denver,Colorado,W3213,https://www.buildersshow.com/exhibitor/johnsmanville,Please stop by and visit our booth,Product
Johnson Hardware,Building Materials,Elkhart,Indiana,W6390,https://www.buildersshow.com/exhibitor/johnsonhardware,Please stop by and visit our booth,Product
Jones Stephens Corp,Building Materials,Moody,Alabama,W8492,https://www.buildersshow.com/exhibitor/jonesstephenscorp,Please stop by and visit our booth,Product
Jorestech,"Construction Tools, Systems, Equipment, & Safety",Sunrise,Florida,S13179,https://www.buildersshow.com/exhibitor/technopack,Please stop by and visit our booth,Product
Jowat Corporation,Building Materials,Archdale,North Carolina,W5189,https://www.buildersshow.com/exhibitor/jowatcorporation,Please stop by and visit our booth,Product
"Jumei Acrylic Manufacturing Co., Ltd.",Building Materials,"Shangrao, Jiangxi",China,W8670,https://www.buildersshow.com/exhibitor/jumeiacrylicmanufacturingcoltd,Please stop by and visit our booth,Product
"Jura Films North America, LLC",Building Materials,,United States Of America,W5843,https://www.buildersshow.com/exhibitor/jurafilmsnorthamericallc,Please stop by and visit our booth,Product
Jushen Building Materials ,Building Materials,Surrey,"British Columbia, Canada",W7892,https://www.buildersshow.com/exhibitor/scarsentradinginc,Please stop by and visit our booth,Product
"Justlink HVAC Technology (Thailand) Co., Ltd.",Global Products,,Thailand,W5443,https://www.buildersshow.com/exhibitor/justlinkhvactechnologythailand,"Justlink HVAC Technology (Thailand) Co., Ltd. Established in 1996, our company currently has 1,000 employees now. Our main products include Braided Water Connectors, Corrugated Gas Connectors, CSST and Gas Valves. Our company holds numerous international certifications, such as NSF, UPC, CSA, WRAS, DVGW, ACS, and so on.",Product
"Kaiping Yadanli Sanitary Ware Industry Co., Ltd.",Global Products,"Kaiping, Guangdong",China,W8757,https://www.buildersshow.com/exhibitor/kaipingyadanlisanitarywareind,"Through more than 28 year's development, our company has expanded to more than 15000 Sq. Meters. With a full production line, professional technical workers and large experience in both making sanitary ware products and company management.  We are confident that our high quality and well designed products will be a perfect match to your luxury bathroom and kitchen.  Our company will continue to devote ourselves to meeting the customer's all kinds of need.  It would be our pleasure to cooperate with all the customers in the world. Our main products include all kinds of showers, faucets and pop up waste.  With the excellent quality, reasonable price, on time delivery and considerate after sale service, our product received more and more trust and support from our customers.",Product
Kamgard,"Construction Tools, Systems, Equipment, & Safety",Orange City,Florida,S11206,https://www.buildersshow.com/exhibitor/kamgard,Please stop by and visit our booth,Product
"Kasco Marine, Inc","Outdoor Living, Leisure, & Modular Structures",Prescott,Wisconsin,S5179,https://www.buildersshow.com/exhibitor/kascomarineinc,Please stop by and visit our booth,Product
KAST Group,Building Materials,"Sonthofen, Bayern",Germany,S8108,https://www.buildersshow.com/exhibitor/drguntherkastgmbhundco,Please stop by and visit our booth,Product
Keene Building Products,Building Materials,Cleveland,Ohio,W6483,https://www.buildersshow.com/exhibitor/keenebuildingproductsdependabl,"Keene Building Products specializes in innovative solutions for building envelope moisture management, floor and ceiling soundproofing, and waterproofing/drainage for foundations, balconies and green roof. As a pioneer in entangled net products, Keene Building Products enhances drainage, ventilation, and isolation in walls, masonry, foundations, and plazas for both residential and commercial construction. 
Our product lineup includes: Driwall™ Rainscreens and Easy Fur® furring strips ensure superior moisture management, drainage, and ventilation, promoting long-term durability and compliance; Quiet Qurl® sound control mats and GSL® self-leveling underlayments, helping meet IIC and STC sound ratings affordably; and Balcony waterproofing systems combine sound control and moisture protection for seamless multifamily solutions. 
With American-made products, expert support, and a nationwide distribution network, Keene Building Products accelerates construction timelines and lowers costs. From sound control to waterproofing, Keene delivers tailored solutions for successful single and multi-family developments. 
For more information visit: keenebuilding.com",Product
Kenmore,Interior Finishings & Home Living,Hoffman Estates,Illinois,S27029,https://www.buildersshow.com/exhibitor/transformsrbrandsmanagementllc,Please stop by and visit our booth,Product
Kevins Worldwide,"Construction Tools, Systems, Equipment, & Safety",Scranton,Pennsylvania,S11192,https://www.buildersshow.com/exhibitor/kevinsworldwide,"Kevins Worldwide® is a leading industry expert in promotional products and apparel. Since 1994, our team has been providing exceptional products and solutions to clients. What sets Kevins Worldwide® apart from the rest is our relationship-driven approach to business. We pride ourselves on our quick response time - all emails and calls are responded to within 90 minutes maximum. Each client is assigned a dedicated Account Executive who manages all client projects, adding value throughout the process. We are also proud to be one of the only promotional product suppliers in the nation to offer services and solutions, like fulfillment and webstores, all in one location. Our strategy of functioning as a partner rather than a vendor means relationships continue to come first. The bottom line is we look to save you money by using strategies and solutions that will save you time and let you focus on your business.",Product
Keysun Masking Tape / Eleven Global Trading Service,"Construction Tools, Systems, Equipment, & Safety",Chino,California,S9166,https://www.buildersshow.com/exhibitor/keysunmaskingtapeelevenglobalt,Please stop by and visit our booth,Product
Kiavi,Business Management & Professional Services,Pittsburgh,Pennsylvania,S6196,https://www.buildersshow.com/exhibitor/kiaviinc,Please stop by and visit our booth,Service
Kidde,"Construction Tools, Systems, Equipment, & Safety",Mebane,North Carolina,P1509,https://www.buildersshow.com/exhibitor/kidde,"Our fire safety solutions are designed around what matters most to you. FireX is easy to install, code compliant and reliable. Stay tuned for product details, resources and content designed for pros.",Product
Killarney Metals,Building Materials,Belmont,North Carolina,W5187,https://www.buildersshow.com/exhibitor/federalbrace,Please stop by and visit our booth,Product
"Kimsun Group Co., Ltd.",Building Materials,"Wuyi, Zhejiang",China,W8255,https://www.buildersshow.com/exhibitor/None,"Kimsun Doors & Windows: The Perfect Fusion of Exquisite Craftsmanship and Innovative Design 
Born from Mastery, Defining the Art of Premium Doors and Windows 
Kimsun Doors & Windows is an enterprise specializing in the design, manufacturing, and sales of high-end custom doors and windows. Distinguished within the industry for its exceptional craftsmanship, innovative technology, and unique design style, the company is dedicated to perfectly integrating ""artistic aesthetics"" with ""practical functionality"". It provides globally recognized, ""superior quality door and window products, redefining the spatial experience of modern home living. 
Masterful Craftsmanship, Uncompromising Quality 
Kimsun's pursuit of quality is evident in every detail. The company selects ""imported North American red oak or pine (Larch)"" as primary raw materials, ensuring product stability and durability. Every single door and window is meticulously designed and crafted, surpassing national standards in key performance indicators such as ""waterproofing, anti-corrosion, noise reduction, dust insulation, and warp resistance"". 
In terms of technical craftsmanship, Kimsun utilizes ""hardware fittings from renowned German brands like GU and SIEGENIA"". The company also incorporates ""composite eco-friendly materials and production processes from German suppliers"", ensuring products are not only aesthetically pleasing but also boast outstanding practical performance. 
Innovative Design, Leading Trends 
Kimsun adheres to a design philosophy where ""innovation coexists with beauty"". The company perfectly blends ""Italian fashion design concepts"" with ""German precision engineering"", creating numerous door and window products that combine European style. 
The product line encompasses four major categories for the whole home: ""Tilt&Turn window, Fixed window, Casement window, Awning window, Sliding door, casement door and folding door"", offering a ""one-stop procurement solution for whole-home windows and doors customization"". The company particularly highlights its ""new coordinated color and finish whole-home door customization"", allowing consumers to match door products to their floor color, achieving true harmony in living spaces. 
Kimsun's design team keeps pace with international trends, continuously introducing ""youthful, fashionable, and minimalist"" design series to meet the needs of modern consumers seeking personalized home decor. These designs focus not only on visual appeal but also carefully consider space utilization and functionality, making each door and window a focal point of home artistry. 
Technological R&D, Industry Leadership 
Kimsun maintains a strategy of ""technology-driven development"". It has established the ""Kimsun Door Design Center"" in Italy and the ""Kimsun Door Engineering and Technology R&D Center"" in Germany. These international R&D institutions provide the company with access to world-leading design concepts and process technologies. 
The company pioneered the ""Deconstructed Assembly Process"" within the domestic door industry, completely overturning traditional Chinese door manufacturing methods and achieving ""standardized component production"". This innovation not only ensures stable product quality and environmental performance from the source but also significantly improves the delivery efficiency of custom products. 
In glass technology, Kimsun employs ""Double / Triple silver low-E glass"", providing excellent thermal insulation properties that comply with international standards like AS2047/NFRC, ensuring outstanding performance in energy efficiency. 
Global Vision, Diverse Services 
Kimsun possesses a broad ""international perspective"", with products exported globally, including to the US market. The company has a deep understanding of the needs of clients in different regions, providing professional door and window solutions for various sectors such as ""residential homes, SOHO, government departments, hotels, and banks"", meeting diverse functional requirements across society. 
The company has established a comprehensive national sales network with over ""300 brand franchise stores"", ensuring timely and attentive service for customers. Whether for standard home renovation or large-scale projects, Kimsun provides professional customization services, earning consistent recognition from a wide range of users. 
Environmental Philosophy, Sustainable Development 
Kimsun actively implements a ""green environmental protection"" ethos, having successfully developed the ""Kimsun"" brand of ""highly eco-friendly residential wood doors"". The company uses environmentally friendly materials, complies with green building material standards, and is committed to reducing the environmental impact throughout the product lifecycle. 
The company's environmental commitment extends beyond the products themselves, permeating the entire manufacturing process. By optimizing production techniques, improving resource efficiency, and reducing waste emissions, Kimsun strives to be an environmental benchmark in the home building materials industry. 
Future Outlook 
Looking ahead, Kimsun Doors & Windows will continue to uphold the business philosophy of ""Forging the Brand with Quality, Winning the Future with Innovation."" The company remains steadfast in its commitment to providing high-quality products and services to consumers nationwide. Driven by ""technological innovation"" and guided by ""customer needs"", Kimsun will continuously introduce more exquisitely designed, high-quality door and window products, aiming to build a leading brand for fashionable doors and windows in China and tirelessly work to enhance the home living quality of its customers. 
Kimsun Doors & Windows – not merely spatial dividers, but the perfect blend of art and living.",Product
KinglySlate,Building Materials,Chantilly,Virginia,W7742,https://www.buildersshow.com/exhibitor/globalcode,"We are proud to be the manufacturers behind KinglySlate — a collection of innovative, high-performance surface finishes designed to transform how spaces look and feel. 
From sleek modern textures to organic, nature-inspired patterns, KinglySlate offers a wide variety of finish solutions that go far beyond traditional applications. Our surfaces are used across residential, commercial, and creative projects for walls, furniture, displays, signage, and more — wherever stunning, durable finishes are needed. 
What sets us apart? We don’t just offer finishes, we create them. As manufacturers, we control every step of production. That means we can custom-engineer finishes to meet your exact design vision, whether you're replicating a specific look, branding an environment, or bringing a unique concept to life. 
Our finishes come in flexible, rigid, translucent, and even printable formats; giving designers and architects unlimited creative potential without sacrificing performance or ease of installation. 
If you can dream it, we can manufacture it. 
 
What We Offer


Manufactured in-house for quality, consistency, and control 


Endless variety of textures, colors, and effects — from modern to rustic, smooth to raw 


Custom finishes available to match your brand, design, or concept 


Suitable for interiors, exteriors, furniture, signage, displays, and more 


Lightweight, durable, and easy to apply on nearly any surface",Product
Kingspan Insulation LLC,Building Materials,Atlanta,Georgia,W4343,https://www.buildersshow.com/exhibitor/kingspaninsulationllc,"As part of the global Kingspan Group, Kingspan Insulation's North American headquarters in Atlanta, Georgia supports a wide range of commercial, residential, and industrial building projects. We specialize in advanced insulation technologies, including premium rigid board products and building envelope systems, all designed to reduce energy use and carbon emissions. Our team is committed to driving a low-carbon future and delivering exceptional customer service across the United States and Canada.",Product
KLAR USA,Building Materials,,Mexico,W5356,https://www.buildersshow.com/exhibitor/klarusa,Please stop by and visit our booth,Product
Klutch.AI,Business Management & Professional Services,Clyde Hill,Washington State,S1197,https://www.buildersshow.com/exhibitor/klutchai,"Klutch AI revolutionizes construction management by radically minimizing managers’ time in the backoffice. Our AI-enabled software can save your team 15+ hours per week and uncap your growth potential.  At the core is your virtual Project Manager, Bob AI, who meets you where you’re at–in the field.  
  
Bob eliminates nearly all manual data entry–by pulling field updates directly from text and chat communications. Never worry about inputting punch items or typing field logs again. Results show up to a 4.2X increase in punch items logged and 10X the field data captured.  
  
Bob eliminates up to 90% of your daily communication burden–by handling the tedious work of chasing down subs / vendors and checking in with your staff. Bob automatically messages to confirm schedules, solicit bids, and gather field updates. Bob is able to unlock up to 20% of PMs’ time (5 hours per week) and derisk project scheduling, which means–unhindered growth and peace of mind. 
  
Klutch has raised $8M from investors including Bain Capital Ventures, Bling Capital, and Brick and Mortar Ventures to supercharge the residential construction industry. 
Schedule a demo to see how Klutch AI can work for you. To learn more, reach out to Ryan@klutch.ai or visit https://klutch.ai.",Service
"Kofulso Co., Ltd.",Building Materials,"Seo-gu, Incheon",Korea,W8350,https://www.buildersshow.com/exhibitor/kofulsocoltd,"Founded in 1989, KOFULSO is a specialized manufacturer of gas piping, drinking water piping, fire protection piping, industrial flexible pipes, and brass fittings. Built on Korean engineering excellence, our products are designed, tested, and manufactured to deliver proven performance and reliability in demanding real-world applications across global markets. 
Driven by field-oriented research and continuous innovation, KOFULSO develops essential piping solutions that meet evolving industry needs. With decades of manufacturing expertise and strict quality standards, we provide safe, durable, and high-quality products at competitive prices, earning the trust of professionals worldwide. Our products also have extensive experience and a strong track record in the U.S. market. 
Committed to long-term partnerships and customer satisfaction, KOFULSO continues to grow as a leading professional in piping materials—creating value beyond products and building confidence, project after project.",Product
Kompozit LLC,Building Materials,Deerfield Beach,Florida,W5190,https://www.buildersshow.com/exhibitor/kompozitllc,Please stop by and visit our booth,Product
KonstructIQ,Business Management & Professional Services,Palo Alto,California,S10064,https://www.buildersshow.com/exhibitor/konstructiq,Please stop by and visit our booth,Service
"KORCHER SANITARY WARE CO., LTD.",Global Products,"Foshan, Guangdong",China,W9137,https://www.buildersshow.com/exhibitor/None,"Korcher sanitary ware co., ltd. Is a professional manufacturer based in Foshan, China, with over 20 years of experience in shower enclosures, bases, and wall panels. Our products are developed to meet ansi z97.1, ce, as/nzs 2208, and en 13559 standards. We support oem & odm and are actively working with importers, distributors, builders, and bathroom brands to bring stylish, reliable bathroom solutions to markets worldwide.",Product
Kozy Heat Fireplaces,Interior Finishings & Home Living,Lakefield,Minnesota,S15048,https://www.buildersshow.com/exhibitor/kozyheatfireplaces,Please stop by and visit our booth,Product
Krinner Ground Screws,Building Materials,The Woodlands ,Texas,S8109,https://www.buildersshow.com/exhibitor/krinnerschraubfundamentegmbh,Please stop by and visit our booth,Product
Kronos USA,"Outdoor Living, Leisure, & Modular Structures",Clarksville,Tennessee,S3141,https://www.buildersshow.com/exhibitor/kronosusa,Please stop by and visit our booth,Product
KS Builders' Supply LLC,Building Materials,Orlando,Florida,W7883,https://www.buildersshow.com/exhibitor/ksbuilderssupplyllc,Please stop by and visit our booth,Product
"KURIKI Manufacture Co., Ltd.",Building Materials,"Namegata, Ibaraki",Japan,W5373,https://www.buildersshow.com/exhibitor/kurikimanufacturecoltd,Please stop by and visit our booth,Product
L&W Supply,Building Materials,Beloit,Wisconsin,W3001,https://www.buildersshow.com/exhibitor/lwsupply,"Since 1971, L&W Supply has been recognized as a world-class interior products company. It is one of the nation’s largest wholesale distributors of wallboard, suspended ceiling systems, steel studs, joint treatment, insulation, fasteners, and related building products. ABC Supply acquired L&W Supply in November 2016. Headquartered in Beloit, Wisconsin, L&W Supply operates over 270 locations nationwide.",Product
"L.W. Mountain, Inc.",Interior Finishings & Home Living,East Dundee,Illinois,S13109,https://www.buildersshow.com/exhibitor/lwmountaininc,"For over 25 years, we, at L.W. Mountain, Inc. has been dedicated to delivering unmatched quality and customer satisfaction by listening to the needs of our clients. 
Specializing in the “wood look, flooring and SPC Wall panels” we offer over 200 flooring options and have developed a unique transition program featuring moldings that perfectly match our base products, eliminating the need for mere coordination. 
Serving retailers, distributors, and builders nationwide, we’re proud to ship across the United States, ensuring flooring solutions that exceed expectations. At L.W. Mountain, your satisfaction is always our top priority!",Product
La Venus Srl,Building Materials,,Italy,W6889,https://www.buildersshow.com/exhibitor/lavenussrl,"Venus Design manufactures interior doors for showrooms, retailers and contract projects, serving over 1,500 clients in 60 countries worldwide. Our 100% Made in Italy products combine clean lines and high functionality to complement a variety of styles and design needs. As a fully integrated company, we produce every component in-house and offer dedicated services for ready-to-ship doors and custom solutions for bespoke and contract projects.",Product
Land id,Business Management & Professional Services,Bozeman,Montana,S1018,https://www.buildersshow.com/exhibitor/landid,Please stop by and visit our booth,Service
Larson,Building Materials,Deerfield,Illinois,W3267,https://www.buildersshow.com/exhibitor/larsonmanufacturingcompanyinc,"Larson is the #1 storm door company making homes better with a market-leading selection of storm doors, retractable screens and other home exterior innovations. 
For more than 70 years, we’ve perfected storm doors and designed them to let the best of nature in while keeping the worst out. 

Larson was founded with a strong commitment to quality, integrity and service.
With more than 20 patents and more innovations every year, you can expect Larson to deliver the best products and services.
Larson products are widely available from home improvement retailers and dealers in the U.S. and Canada.
Larson is part of Fortune Brands Innovations, Inc. (NYSE: FBIN)",Product
LAS Shutters,Building Materials,Metairie,Louisiana,W6953,https://www.buildersshow.com/exhibitor/lasenterprises,Please stop by and visit our booth,Product
"Latham, The Pool Company","Outdoor Living, Leisure, & Modular Structures",Latham,New York,S6119,https://www.buildersshow.com/exhibitor/lathampoolproductsinc,Please stop by and visit our booth,Product
Lato Ai LLC,Business Management & Professional Services,Pittsburgh,Pennsylvania,S9207,https://www.buildersshow.com/exhibitor/None,Please stop by and visit our booth,Service
Lazy Lee® / Goldsticker Enterprises ,Interior Finishings & Home Living,Aventura,Florida,S10112,https://www.buildersshow.com/exhibitor/goldstickerenterprises,Please stop by and visit our booth,Product
LDCWood ThermoWood®,Building Materials,Penticton ,"British Columbia, Canada",W6259,https://www.buildersshow.com/exhibitor/ldcwood,Please stop by and visit our booth,Product
Leatherman Tool Group,"Construction Tools, Systems, Equipment, & Safety",Portland,Oregon,S10207,https://www.buildersshow.com/exhibitor/leathermantoolgroup,Please stop by and visit our booth,Product
"Legacy Builders Supply, LLC",Interior Finishings & Home Living,Fort Meyers,Florida,W8649,https://www.buildersshow.com/exhibitor/legacybuilderssupplyllc,"Our factories with rich production experience, advanced technology, professional workers and good reputation. We have professional inspection team to check the products quality. We aim to provide high-quality products with reasonable prices for our customers. A large number of products are exported to the United States, Canada, Mexico, Australia, New Zealand, Western European countries every year, and have won unanimous trust and recognition from customers. We have a professional, dedicated and comprehensive sales team, advanced enterprise management mode, and systematic product service process. Whether it is pre-sale, sale or after-sale. Whatever questions you have, we will actively help you out. The company adheres to the business philosophy of ""innovation, truth-seeking, and win-win"" and the diversified development of our related products, which also provides a full range of high-quality services for foreign companies. Exporting high-quality products for customers is also the company's service attitude, enterprise spirit and purpose, and this service attitude is implemented in any customer who cooperates with us.Over the past few years, our business is expanding, and the customer base has continued to increase. It has established a good reputation among customers, enabling us to have a stable source of customers, and also accumulated rich service experience. We will build the best and most stable supply channels for our customers, adhere to the spirit of serving customers, rely on strong capital and good reputation in the industry, provide you with better products and services, contact us for more details!",Product
Legend Valve,Building Materials,Auburn Hills,Michigan,W7789,https://www.buildersshow.com/exhibitor/legendvalvefittingsinc,Please stop by and visit our booth,Product
